adsh,tag,version,ddate,qtrs,uom,dimh,iprx,value,footnote,footlen,dimn,coreg,durp,datp,dcml
0001193125-21-087174,DepreciationPropertyPlantAndEquipment,ifrs/2020,20191231,4,CAD,0xffad9347ef7dfc3580d6c782d49ba7a6,0,105700000.0,,0,2,,0.01095891,0.0,-3
0001193125-21-087174,LongtermBorrowings,ifrs/2020,20201231,0,CAD,0x21536b8fbab171a851e28cb3f434045d,0,1173280000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,IncreaseDecreaseThroughSharebasedPaymentRestrictedAndPerformanceShares,0001193125-21-087174,20201231,4,CAD,0x1a79c291baebc83aef46195b18acdaff,0,0.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,LettersOfCreditOustanding,0001193125-21-087174,20191231,0,CAD,0x1d8665edc438c795fc8bd90361f971f4,0,994129000.0,,0,1,,0.0,0.0,0
0001193125-21-087174,DepreciationRightofuseAssets,ifrs/2020,20191231,4,CAD,0xa1ef62f6db5758d439a1c8abc315fa0c,0,871000.0,,0,1,,0.01095891,0.0,-3
0001193125-21-087174,PercentageOfTotalFairValueOfAssets,0001193125-21-087174,20201231,0,pure,0x55d7d543d91751969d0a11b86a79dd81,0,0.12,,0,2,,0.0,0.0,4
0001193125-21-087174,PercentageOfTotalFairValueOfAssets,0001193125-21-087174,20201231,0,pure,0x3f4ddc2fec1979e57637a6b847fd74aa,0,0.08,,0,2,,0.0,0.0,4
0001193125-21-087174,ExercisePriceOfOutstandingShareOptions2019,ifrs/2020,20191231,0,CAD,0x672401160560766a5c0f16051121fff1,0,11.32,,0,2,,0.0,0.0,2
0001193125-21-087174,ProfitLoss,ifrs/2020,20191231,4,CAD,0x3abc2d35a1547202d6fa560e79aca04b,0,0.0,,0,1,,0.01095891,0.0,-3
0001193125-21-087174,RevenueFromContractsWithCustomers,ifrs/2020,20201231,4,CAD,0x39a4b86e6ee2ed9066211de86ffaef1e,0,588827000.0,,0,2,,0.0,0.0,-3
0001193125-21-087174,PropertyPlantAndEquipment,ifrs/2020,20201231,0,CAD,0x76b903fe9092a186a6dd1a77efe33910,0,6807000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,DepreciationRightofuseAssets,ifrs/2020,20191231,4,CAD,0x00000000,0,1978000.0,,0,0,,0.01095891,0.0,-3
0001193125-21-087174,InterestPayable,ifrs/2020,20201231,0,CAD,0x8531bd8670e66a939ff28a3f4c40847a,0,37840000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,IncreaseDecreaseThroughEffectOfChangesInForeignExchangeRatesLiabilitiesArisingFromFinancingActivities,ifrs/2020,20201231,4,CAD,0xe7b06c577769c2d2a698675e2e028cbd,0,-103000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,DepreciationPropertyPlantAndEquipment,ifrs/2020,20191231,4,CAD,0x58abcd32842bd4cc92516652495662f6,0,0.0,,0,2,,0.01095891,0.0,-3
0001193125-21-087174,RevenueFromContractsWithCustomers,ifrs/2020,20201231,4,CAD,0xe2a85682cc27c81b6f94257869784136,0,3331000.0,,0,2,,0.0,0.0,-3
0001193125-21-087174,LiabilityAssetOfDefinedBenefitPlans,ifrs/2020,20201231,0,CAD,0x50c844f139b4d0c529b6cee00fcd2c1a,0,0.0,,0,2,,0.0,0.0,-3
0001193125-21-087174,OtherComprehensiveIncome,ifrs/2020,20191231,4,CAD,0x755476fcbe650d3048cd99f6496faf9a,0,-40740000.0,,0,1,,0.01095891,0.0,-3
0001193125-21-087174,InvestmentAccountedForUsingEquityMethod,ifrs/2020,20201231,0,CAD,0x4f485fd4695fe949520de6b8c28656da,0,219688000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,InterestPayable,ifrs/2020,20201231,0,CAD,0x1703a2b12c051f0f73e380cf1484bdf8,0,44255000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,WeightedAverageExercisePriceOfShareOptionsOutstandingInSharebasedPaymentArrangement2019,ifrs/2020,20191231,0,CAD,0x00000000,0,17.44,,0,0,,0.0,0.0,2
0001193125-21-087174,ExpenseFromCashsettledSharebasedPaymentTransactionsInWhichGoodsOrServicesReceivedDidNotQualifyForRecognitionAsAssets,ifrs/2020,20201231,4,CAD,0x3c1a6243db6ff6984e8d073eff66a95f,0,3765000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,FairValueOfNonhedgeDerivatives,0001193125-21-087174,20201231,4,CAD,0xbbcc33a797914180a540eb833dcc4970,0,29139000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,DerivativeFinancialAssets,ifrs/2020,20201231,0,CAD,0x5d0e74d9f87a3c152e31023c7204671d,0,45605000.0,,0,2,,0.0,0.0,-3
0001193125-21-087174,NonderivativeFinancialLiabilitiesUndiscountedCashFlows,ifrs/2020,20201231,0,CAD,0x4651c4fe8009068da07009217b44f825,0,8525000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,IncreaseDecreaseThroughNetExchangeDifferencesPropertyPlantAndEquipment,ifrs/2020,20201231,4,CAD,0x240f5755ad2c4d553a5cf9e24a6c03df,0,53739000.0,,0,2,,0.0,0.0,-3
0001193125-21-087174,RevenueFromContractsWithCustomers,ifrs/2020,20201231,4,CAD,0xb517bc1d0fe235fcd8ff76bcdd910afa,0,123864000.0,,0,2,,0.0,0.0,-3
0001193125-21-087174,IncreaseDecreaseThroughNetExchangeDifferencesInvestmentProperty,ifrs/2020,20201231,4,CAD,0x4f485fd4695fe949520de6b8c28656da,0,-50714000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,GainsLossesOnExtinguishmentOfDebt,0001193125-21-087174,20201231,4,CAD,0x00000000,0,24439000.0,,0,0,,0.0,0.0,-3
0001193125-21-087174,Increasedecreasethroughtransfersrightofuseassets,0001193125-21-087174,20201231,4,CAD,0x00000000,0,-1539000.0,,0,0,,0.0,0.0,-3
0001193125-21-087174,AdjustmentsForProvisions,ifrs/2020,20191231,4,CAD,0x00000000,0,-32390000.0,,0,0,,0.01095891,0.0,-3
0001193125-21-087174,FinancialAssets,ifrs/2020,20201231,0,CAD,0xa26d82f869f022d69b1636c04c2b3991,0,45605000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,PropertyPlantAndEquipment,ifrs/2020,20181231,0,CAD,0xa10b6b8f4ac53fa05bdfe1b1649fab1b,0,114060000.0,,0,2,,0.0,0.0,-3
0001193125-21-087174,CashAndCashEquivalents,ifrs/2020,20181231,0,CAD,0x00000000,0,711528000.0,,0,0,,0.0,0.0,-3
0001193125-21-087174,Unusedtaxlosses,0001193125-21-087174,20201231,0,CAD,0x991ed0c750167f6154c01ae0cdb37a7b,0,43769000.0,,0,2,,0.0,0.0,-3
0001193125-21-087174,Assets,ifrs/2020,20201231,0,CAD,0x5387d48e38c263673d93946b7dfaf9dc,0,1027617000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,DividendsPaidClassifiedAsFinancingActivities,ifrs/2020,20201231,4,CAD,0x7773b0c506b0a192042e0be994f48c79,0,31638000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,Revenue,ifrs/2020,20201231,4,CAD,0x4f485fd4695fe949520de6b8c28656da,0,252764000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,IncreaseDecreaseThroughSharebasedPaymentTransactions,ifrs/2020,20201231,4,CAD,0x3b5a78dec0b4c75a3d9d9565587247f7,0,0.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,DerivativeFinancialLiabilities,ifrs/2020,20201231,0,CAD,0x579ae5c4d4fd89e0c2d934f7ba769c2b,0,4733000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,FairValueOfInvestmentsInEquityInstrumentsDesignatedAsMeasuredAtFairValueThroughOtherComprehensiveIncome,ifrs/2020,20201231,0,CAD,0x89b224f2ecc8a200d13d763a1fef75a0,0,20677000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,DerivativeFinancialAssets,ifrs/2020,20191231,0,CAD,0x54047320b1f2e1735e28cf6ad390c384,0,2313000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,DeferredTaxExpenseIncome,ifrs/2020,20191231,4,CAD,0x00000000,0,52330000.0,,0,0,,0.01095891,0.0,-3
0001193125-21-087174,OtherIncome,ifrs/2020,20201231,4,CAD,0x00000000,0,51440000.0,,0,0,,0.0,0.0,-3
0001193125-21-087174,InterestReceivedClassifiedAsOperatingActivities,ifrs/2020,20201231,4,CAD,0x00000000,0,9994000.0,,0,0,,0.0,0.0,-3
0001193125-21-087174,RightofuseAssets,ifrs/2020,20201231,0,CAD,0x3402bf640f0287ada8973c2d97fd81da,0,2322000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,ReceivablesInvestmentsAndOther,0001193125-21-087174,20191231,0,CAD,0x00000000,0,636695000.0,,0,0,,0.0,0.0,-3
0001193125-21-087174,TradeAndOtherCurrentReceivables,ifrs/2020,20191231,0,CAD,0x00000000,0,328044000.0,,0,0,,0.0,0.0,-3
0001193125-21-087174,OtherCurrentPayables,ifrs/2020,20191231,0,CAD,0x00000000,0,66815000.0,,0,0,,0.0,0.0,-3
0001193125-21-087174,Increasedecreasethroughtransfersrightofuseassets,0001193125-21-087174,20201231,4,CAD,0x76b903fe9092a186a6dd1a77efe33910,0,0.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,GrossProfit,ifrs/2020,20191231,4,CAD,0xd022ac3fb468495cb47b2a69ac5d1533,0,153055000.0,,0,1,,0.01095891,0.0,-3
0001193125-21-087174,RetainedEarnings,ifrs/2020,20191231,0,CAD,0x00000000,0,2825596000.0,,0,0,,0.0,0.0,-3
0001193125-21-087174,DisposalsPropertyPlantAndEquipment,ifrs/2020,20201231,4,CAD,0x9c42087417fed139149c814496c6e3fc,0,-9350000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,IncreaseDecreaseThroughNetExchangeDifferencesPropertyPlantAndEquipment,ifrs/2020,20191231,4,CAD,0x58abcd32842bd4cc92516652495662f6,0,24636000.0,,0,2,,0.01095891,0.0,-3
0001193125-21-087174,TradeAndOtherCurrentPayables,ifrs/2020,20191231,0,CAD,0x38bf2f7581ec0be9eed5cdf48d0d44d5,0,181799000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,Costofgoodssoldexcludingdepreciationdepletionandamortization,0001193125-21-087174,20191231,4,CAD,0xd022ac3fb468495cb47b2a69ac5d1533,0,1041922000.0,,0,1,,0.01095891,0.0,-3
0001193125-21-087174,DerivativeFinancialAssets,ifrs/2020,20201231,0,CAD,0xebb6e2235c88d2e8c07ac55e68c54273,0,0.0,,0,2,,0.0,0.0,-3
0001193125-21-087174,GainsLossesOnChangeInFairValueOfDerivatives,ifrs/2020,20191231,4,CAD,0x579ae5c4d4fd89e0c2d934f7ba769c2b,0,31863000.0,,0,1,,0.01095891,0.0,-3
0001193125-21-087174,RevenueFromContractsWithCustomers,ifrs/2020,20191231,4,CAD,0xb472bcb0489fab16f9fa29e73b9733bc,0,349021000.0,,0,2,,0.01095891,0.0,-3
0001193125-21-087174,IncreaseDecreaseThroughNetExchangeDifferencesPropertyPlantAndEquipment,ifrs/2020,20201231,4,CAD,0x515c503fd395cc5a10d51f231ca59ef2,0,-68000.0,,0,2,,0.0,0.0,-3
0001193125-21-087174,IncreaseDecreaseThroughSharebasedPaymentRestrictedAndPerformanceShares,0001193125-21-087174,20201231,4,CAD,0x3abc2d35a1547202d6fa560e79aca04b,0,0.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,FinancialLiabilities,ifrs/2020,20191231,0,CAD,0x5efcc2dd3a60783142fc17eb0e1e86b9,0,12524000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,CurrentTaxLiabilitiesCurrent,ifrs/2020,20201231,0,CAD,0x00000000,0,1480000.0,,0,0,,0.0,0.0,-3
0001193125-21-087174,AmountOfPotentialTaxableIncomeConsequencesFromTaxDispute,0001193125-21-087174,20201231,4,CAD,0x92478f1cdadcc3614b297d0eb0afd041,0,6600000000.0,,0,1,,0.0,0.0,0
0001193125-21-087174,StockIssuedDuringPeriodValueStockOptionsExercised,0001193125-21-087174,20191231,4,CAD,0x1a79c291baebc83aef46195b18acdaff,0,97000.0,,0,1,,0.01095891,0.0,-3
0001193125-21-087174,OtherIncome,ifrs/2020,20201231,4,CAD,0xd022ac3fb468495cb47b2a69ac5d1533,0,202000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,IncreaseDecreaseThroughNetExchangeDifferencesPropertyPlantAndEquipment,ifrs/2020,20191231,4,CAD,0x6053f29f68a91d154206e390683cc852,0,-32642000.0,,0,2,,0.01095891,0.0,-3
0001193125-21-087174,IntangibleAssetsAndGoodwill,ifrs/2020,20191231,0,CAD,0x00ea2ffd37f224336c0682cb2165bd87,0,232526000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,NotesAndDebenturesIssued,ifrs/2020,20191231,0,CAD,0x00000000,0,996718000.0,,0,0,,0.0,0.0,-3
0001193125-21-087174,CurrentValueAddedTaxReceivables,ifrs/2020,20201231,0,CAD,0x00000000,0,38192000.0,,0,0,,0.0,0.0,-3
0001193125-21-087174,IntangibleAssetsAndGoodwill,ifrs/2020,20191231,0,CAD,0x513729a655f6338a1bfca518941c395d,0,113707000.0,,0,2,,0.0,0.0,-3
0001193125-21-087174,QuotedMarktYields,0001193125-21-087174,20201231,4,pure,0xc2dc3a3ec285392f18dc99f85f42fb3f,0,0.011,,0,1,,0.0,0.0,6
0001193125-21-087174,Modificationofsharebasedpaymentrestrictedandperformanceshares,0001193125-21-087174,20191231,4,CAD,0x1a79c291baebc83aef46195b18acdaff,0,0.0,,0,1,,0.01095891,0.0,-3
0001193125-21-087174,ActuarialAssumptionOfExpectedRatesOfSalaryIncreases,ifrs/2020,20191231,0,pure,0xa726e23f609fc1da9d72afe0e84a5456,0,0.03,,0,1,,0.0,0.0,5
0001193125-21-087174,DeductibleTemporaryDifferencesForWhichNoDeferredTaxAssetIsRecognised,ifrs/2020,20191231,0,CAD,0xd53e258ad3050e33db799c1d0b35e371,0,2321000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,DepreciationPropertyPlantAndEquipment,ifrs/2020,20191231,4,CAD,0x1cd2c677c05e6bcddfae21cb59d368f3,0,0.0,,0,2,,0.01095891,0.0,-3
0001193125-21-087174,FairValueOfInvestmentsInEquityInstrumentsDesignatedAsMeasuredAtFairValueThroughOtherComprehensiveIncome,ifrs/2020,20201231,0,CAD,0x00000000,0,43873000.0,,0,0,,0.0,0.0,-3
0001193125-21-087174,Inventories,ifrs/2020,20191231,0,CAD,0xd022ac3fb468495cb47b2a69ac5d1533,0,255217000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,RevenueFromGovernmentGrants,ifrs/2020,20201231,4,CAD,0x00000000,0,37347000.0,"In response to the negative economic impact of COVID-19, the Government of Canada announced the Canada Emergency Wage Subsidy program (CEWS) . CEWS provides a subsidy on eligible remuneration based on certain criteria. During the year, the Company qualified for the subsidy for the periods April through December. There are no unfulfilled conditio ns and other contingencies attached to this government assistance. Cameco intends to apply for the CEWS in subsequent application periods, subject to continuing to",555,0,,0.0,0.0,-3
0001193125-21-087174,ExpenseArisingFromExplorationForAndEvaluationOfMineralResources,ifrs/2020,20201231,4,CAD,0xb5e2fdd972a35c82c0ea0dfaad241d2e,0,0.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,NoncurrentAssets,ifrs/2020,20191231,0,CAD,0x00000000,0,5620270000.0,,0,0,,0.0,0.0,-3
0001193125-21-087174,OtherProvisions,ifrs/2020,20191231,0,CAD,0xe503dc6c9d3172e925475fafe43b4bec,0,219323000.0,,0,2,,0.0,0.0,-3
0001193125-21-087174,PostemploymentBenefitExpenseDefinedContributionPlans,ifrs/2020,20191231,4,CAD,0x7fa2f60a02213815d09a503479c49d01,0,0.0,,0,1,,0.01095891,0.0,-3
0001193125-21-087174,NetDebtAndEquity,0001193125-21-087174,20201231,0,CAD,0x00000000,0,5010735000.0,,0,0,,0.0,0.0,-3
0001193125-21-087174,ResearchAndDevelopmentExpense,ifrs/2020,20201231,4,CAD,0xb5e2fdd972a35c82c0ea0dfaad241d2e,0,0.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,NonderivativeFinancialLiabilitiesUndiscountedCashFlows,ifrs/2020,20201231,0,CAD,0x0af5a625de982496a76803e981deef92,0,233649000.0,,0,2,,0.0,0.0,-3
0001193125-21-087174,NetAssetsLiabilities,ifrs/2020,20181231,0,CAD,0x4f485fd4695fe949520de6b8c28656da,0,416843000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,NetFinancialInstruments,0001193125-21-087174,20191231,0,CAD,0x00000000,0,974330000.0,,0,0,,0.0,0.0,-3
0001193125-21-087174,MinimumIncrementAmountOfCreditFacility,0001193125-21-087174,20201231,0,CAD,0x00000000,0,50000000.0,,0,0,,0.0,0.0,0
0001193125-21-087174,IncreaseDecreaseThroughNetExchangeDifferencesPropertyPlantAndEquipment,ifrs/2020,20201231,4,CAD,0x2d8771c5bb0a9be2e98c47444c3333bf,0,66000.0,,0,2,,0.0,0.0,-3
0001193125-21-087174,ActuarialAssumptionOfDiscountRatesPriorYearObligations,0001193125-21-087174,20201231,0,pure,0x7fa2f60a02213815d09a503479c49d01,0,0.031,,0,1,,0.0,0.0,5
0001193125-21-087174,InvestmentAccountedForUsingEquityMethod,ifrs/2020,20191231,0,CAD,0x4f485fd4695fe949520de6b8c28656da,0,252681000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,NumberOfShareOptionsForfeitedInSharebasedPaymentArrangement,ifrs/2020,20191231,4,shares,0x00000000,0,270025.0,,0,0,,0.01095891,0.0,0
0001193125-21-087174,InterestPayable,ifrs/2020,20201231,0,CAD,0x46f07d37c0a1c9552cb30e5c37b4f592,0,75680000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,CapitalExpenditures,0001193125-21-087174,20201231,4,CAD,0xd022ac3fb468495cb47b2a69ac5d1533,0,46697000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,CurrentTaxExpenseIncome,ifrs/2020,20191231,4,CAD,0x00000000,0,8747000.0,,0,0,,0.01095891,0.0,-3
0001193125-21-087174,InvestementTaxCreditReceivableRelatedToResearchAndDevelopment,0001193125-21-087174,20191231,0,CAD,0x00000000,0,95474000.0,,0,0,,0.0,0.0,-3
0001193125-21-087174,NumberOfShareOptionsGrantedInSharebasedPaymentArrangement,ifrs/2020,20201231,4,shares,0x19d7611d01ef580bb3b7efec60f404f2,0,636570.0,,0,1,,0.0,0.0,0
0001193125-21-087174,IncreaseDecreaseThroughNetExchangeDifferencesPropertyPlantAndEquipment,ifrs/2020,20191231,4,CAD,0x515c503fd395cc5a10d51f231ca59ef2,0,-181000.0,,0,2,,0.01095891,0.0,-3
0001193125-21-087174,OtherCurrentFinancialLiabilities,ifrs/2020,20191231,0,CAD,0x00000000,0,33073000.0,,0,0,,0.0,0.0,-3
0001193125-21-087174,Increasedecreasethroughtransfersrightofuseassets,0001193125-21-087174,20201231,4,CAD,0x3402bf640f0287ada8973c2d97fd81da,0,-1539000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,PropertyPlantAndEquipment,ifrs/2020,20191231,0,CAD,0x76b903fe9092a186a6dd1a77efe33910,0,4687000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,ExpenseFromCashsettledSharebasedPaymentTransactionsInWhichGoodsOrServicesReceivedDidNotQualifyForRecognitionAsAssets,ifrs/2020,20191231,4,CAD,0x19d7611d01ef580bb3b7efec60f404f2,0,0.0,,0,1,,0.01095891,0.0,-3
0001193125-21-087174,PropertyPlantAndEquipment,ifrs/2020,20201231,0,CAD,0xa10b6b8f4ac53fa05bdfe1b1649fab1b,0,139051000.0,,0,2,,0.0,0.0,-3
0001193125-21-087174,ProportionOfOwnershipInterestInSubsidiary,ifrs/2020,20201231,4,pure,0x1578eda0e209d71895976a6612ecddab,0,1.0,,0,1,,0.0,0.0,4
0001193125-21-087174,IncreaseDecreaseThroughNetExchangeDifferencesInvestmentProperty,ifrs/2020,20191231,4,CAD,0x4f485fd4695fe949520de6b8c28656da,0,-19494000.0,,0,1,,0.01095891,0.0,-3
0001193125-21-087174,SharebasedCompTaxEffectsForReconciliationBetweenAccountingProfitAndTaxExpenseIncome,0001193125-21-087174,20191231,4,CAD,0x00000000,0,1146000.0,,0,0,,0.01095891,0.0,-3
0001193125-21-087174,IncreaseDecreaseThroughNetExchangeDifferencesPropertyPlantAndEquipment,ifrs/2020,20191231,4,CAD,0xffad9347ef7dfc3580d6c782d49ba7a6,0,7635000.0,,0,2,,0.01095891,0.0,-3
0001193125-21-087174,OtherExpenseByFunction,ifrs/2020,20191231,4,CAD,0x4f485fd4695fe949520de6b8c28656da,0,23767000.0,,0,1,,0.01095891,0.0,-3
0001193125-21-087174,FinanceIncome,ifrs/2020,20191231,4,CAD,0x4f485fd4695fe949520de6b8c28656da,0,651000.0,,0,1,,0.01095891,0.0,-3
0001193125-21-087174,DeferredTaxExpenseIncome,ifrs/2020,20201231,4,CAD,0x7459d8e3124847d5c3ed12ef82677523,0,9122000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,OtherBorrowingsQuantity,0001193125-21-087174,20201231,4,kg,0x418773ccaf2a98009708c9bc10d0ccdf,0,464600.0,,0,3,,0.0,0.0,0
0001193125-21-087174,Unusedtaxlosses,0001193125-21-087174,20201231,0,CAD,0x4bbb4f9069c0874b1211807e59ddba30,0,32785000.0,,0,2,,0.0,0.0,-3
0001193125-21-087174,DividendsPaid,ifrs/2020,20201231,4,CAD,0x1a79c291baebc83aef46195b18acdaff,0,0.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,RightofuseAssets,ifrs/2020,20191231,0,CAD,0x3402bf640f0287ada8973c2d97fd81da,0,5084000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,InterestExpenseIncomeNetDefinedBenefitLiabilityAsset,ifrs/2020,20191231,4,CAD,0x3d26e30e38f0c4b3eef73b3e7c9cbf89,0,-841000.0,,0,2,,0.01095891,0.0,-3
0001193125-21-087174,LiabilityAssetOfDefinedBenefitPlans,ifrs/2020,20191231,0,CAD,0x08408db647371054e1c9dd392e694260,0,62588000.0,,0,2,,0.0,0.0,-3
0001193125-21-087174,Unusedtaxlosses,0001193125-21-087174,20201231,0,CAD,0x3dc6ac981f32eae73fea5f7e48208a82,0,47000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,DilutiveEffectOfShareOptionsOnNumberOfOrdinaryShares,ifrs/2020,20201231,4,shares,0x00000000,0,214000.0,,0,0,,0.0,0.0,-3
0001193125-21-087174,ReturnOnPlanAssetsNetDefinedBenefitLiabilityAsset,ifrs/2020,20201231,4,CAD,0x5c27984d7fee012bf2bb7a1dadf67794,0,130000.0,,0,2,,0.0,0.0,-3
0001193125-21-087174,CostOfSales,ifrs/2020,20191231,4,CAD,0xd022ac3fb468495cb47b2a69ac5d1533,0,1260754000.0,,0,1,,0.01095891,0.0,-3
0001193125-21-087174,DeferredTaxLiabilities,ifrs/2020,20201231,0,CAD,0x00000000,0,0.0,,0,0,,0.0,0.0,-3
0001193125-21-087174,OtherCurrentReceivables,ifrs/2020,20191231,0,CAD,0x00000000,0,1792000.0,,0,0,,0.0,0.0,-3
0001193125-21-087174,IntangibleAssetsAndGoodwill,ifrs/2020,20201231,0,CAD,0x513729a655f6338a1bfca518941c395d,0,111388000.0,,0,2,,0.0,0.0,-3
0001193125-21-087174,CapitalExpenditures,0001193125-21-087174,20191231,4,CAD,0xd022ac3fb468495cb47b2a69ac5d1533,0,48092000.0,,0,1,,0.01095891,0.0,-3
0001193125-21-087174,ReturnOnPlanAssetsNetDefinedBenefitLiabilityAsset,ifrs/2020,20201231,4,CAD,0xa726e23f609fc1da9d72afe0e84a5456,0,-130000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,Unusedtaxlosses,0001193125-21-087174,20201231,0,CAD,0x8f268e9e57edda1a6bb6f3e3fe637ee1,0,276121000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,StockIssuedDuringPeriodValueStockOptionsExercised,0001193125-21-087174,20191231,4,CAD,0x755476fcbe650d3048cd99f6496faf9a,0,81000.0,,0,1,,0.01095891,0.0,-3
0001193125-21-087174,ProportionOfOwnershipInterestInSubsidiary,ifrs/2020,20191231,4,pure,0xcf7519a5b187fb863b7b43023d70d792,0,1.0,,0,1,,0.01095891,0.0,4
0001193125-21-087174,DividendsPaid,ifrs/2020,20191231,4,CAD,0xdc046cbda50254d6deecfadb0aa654e8,0,0.0,,0,1,,0.01095891,0.0,-3
0001193125-21-087174,DeferredTaxExpenseIncomeRecognisedInProfitOrLoss,ifrs/2020,20191231,4,CAD,0x81f564869d544652cecc0a9ca05a257a,0,-2163000.0,,0,1,,0.01095891,0.0,-3
0001193125-21-087174,IncreaseDecreaseThroughNetExchangeDifferencesIntangibleAssetsAndGoodwill,ifrs/2020,20191231,4,CAD,0x513729a655f6338a1bfca518941c395d,0,-5664000.0,,0,2,,0.01095891,0.0,-3
0001193125-21-087174,NotionalAmount,ifrs/2020,20191231,0,CAD,0xee59808f87e9133a2eccd11a0d239101,0,150000000.0,,0,3,,0.0,0.0,0
0001193125-21-087174,NetDeferredTaxAssets,ifrs/2020,20191231,0,CAD,0x5d70f242593b9d0406074ac588e8e4c8,0,390341000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,IncreaseDecreaseDueToChangeInReclamationProvisionPropertyPlantAndEquipment,0001193125-21-087174,20201231,4,CAD,0x515c503fd395cc5a10d51f231ca59ef2,0,0.0,,0,2,,0.0,0.0,-3
0001193125-21-087174,AdditionsToRightofuseAssets,ifrs/2020,20191231,4,CAD,0x00000000,0,10136000.0,,0,0,,0.01095891,0.0,-3
0001193125-21-087174,IntangibleAssetsAndGoodwill,ifrs/2020,20181231,0,CAD,0xaeca7334490189a7f11e46e0974c5d6e,0,-115434000.0,,0,2,,0.0,0.0,-3
0001193125-21-087174,DerivativeFinancialAssets,ifrs/2020,20191231,0,CAD,0x6954ae23356848fa05c84eac10cb4388,0,8191000.0,,0,2,,0.0,0.0,-3
0001193125-21-087174,IncreaseDecreaseInDefinedBenefitObligationDueToReasonablyPossibleDecreaseInActuarialAssumption,ifrs/2020,20201231,0,CAD,0x59da69df962a2e4e58e9ce4c0a9ce192,0,-3270000.0,,0,2,,0.0,0.0,-3
0001193125-21-087174,CurrentTaxLiabilitiesCurrent,ifrs/2020,20191231,0,CAD,0x00000000,0,6290000.0,,0,0,,0.0,0.0,-3
0001193125-21-087174,DescriptionOfRiskFreeInterestRateShareOptionsGranted,ifrs/2020,20201231,4,pure,0xe22371e0397f392b19da02b8beb80227,0,0.006,,0,1,,0.0,0.0,5
0001193125-21-087174,NetFinancialAssetsLiabilies,0001193125-21-087174,20191231,0,CAD,0xb09fedb03b00e3c08b68f44f77c20569,0,24408000.0,,0,1,,0.0,0.0,-3
0001193125-21-087174,IncreaseDecreaseThroughTransfersPropertyPlantAndEquipment,ifrs/2020,20191231,4,CAD,0x6053f29f68a91d154206e390683cc852,0,17157000.0,,0,2,,0.01095891,0.0,-3
0001193125-21-087174,IncreaseDecreaseThroughNetExchangeDifferencesDeferredTaxLiabilityAsset,ifrs/2020,20201231,4,CAD,0x00000000,0,2000.0,,0,0,,0.0,0.0,-3
0001193125-21-087174,WeightedAverageExercisePriceOfShareOptionsForfeitedInSharebasedPaymentArrangement2019,ifrs/2020,20201231,4,CAD,0x00000000,0,22.22,,0,0,,0.0,0.0,2
0001193125-21-087174,PostemploymentBenefitExpenseDefinedContributionPlans,ifrs/2020,20201231,4,CAD,0x7fa2f60a02213815d09a503479c49d01,0,0.0,,0,1,,0.0,0.0,-3
